XData,YData,OriginIntersection,DestinationIntersection,ID,MaxSpeed,Lanes,Length
0.18009583808981,0.884645376158102,67359,67163,7598,22.6993732452393,1,12.63
0.171419814213871,0.856726010590809,67359,67623,1771,20.1,1,59.15
0.26593955068278,0.921025160981787,67363,68184,1560,18,1,58.92
0.371070837999701,0.624090198316697,67364,67146,1582,20.1,1,52.48
0.388964300387874,0.589450460428271,67364,197848,685,20.7,1,49.98
0.840617884882321,0.481007576642495,67377,67272,5194,20.8493728637695,1,27.12
0.861387087985486,0.433681941455318,67377,67378,697,23.2133884429932,1,94.51
0.861387087985486,0.433681941455318,67378,67377,698,20.8493728637695,1,94.16
0.880576685651968,0.391782520316293,67378,69238,3061,23.2133884429932,1,3.91
0.885183230299327,0.428950171437786,67378,69574,3615,20.1,1,74.07
0.672501129970833,0.753388418366961,67395,67072,4838,20.1,1,37.4
0.676399839728641,0.730585568598857,67395,67677,1567,23,1,23.55
0.277771644945935,0.340503436516751,67407,67734,6620,19.7928867340088,1,39.63
0.282657902312459,0.321432754031708,67407,68140,1495,22,1,41.6
0.245852993796833,0.303440190826441,67407,68223,3056,23.9979114532471,1,69.41
0.396595610812067,0.919047161843909,67410,67411,725,20.9895401000977,1,12.25
0.399410857560902,0.92716952193644,67411,68527,4436,20.9895401000977,1,5.03
0.418714262268387,0.91553059226629,67411,197942,3357,20.1,1,59.19
0.590775990366359,0.713255194552678,67417,67177,730,20.1,1,170.35
0.64122626336954,0.676147125459949,67417,67967,2670,23,1,14.91
0.668249135329794,0.859568014520507,67431,67432,743,23.9623432159424,1,29.33
0.673588546111986,0.880575844331252,67431,67603,3153,19.2112979888916,1,43.8
0.685184763887738,0.853600569124239,67431,69088,5196,23.2133884429932,1,12.34
0.691129781970154,0.865061345178003,67431,70059,8313,13,1,22.32
0.617430045195233,0.860972408944833,67432,67340,799,23.9623432159424,1,99.67
0.641688064534604,0.830655003604108,67432,68698,2214,20.1,1,68.4
0.740800859283733,0.888955798020912,67465,68142,6133,20.1,1,44.44
0.73973974320326,0.868568823409022,67465,68636,5668,19,1,26.35
0.101483270320358,0.648364935030902,67472,67044,784,27,1,32.55
0.129437931491613,0.656651617635134,67472,67119,3216,26,1,35.9
0.11431782715165,0.636756576800682,67472,197806,1559,6.7,1,11.14
0.393030370597958,0.910271074695291,67475,67410,787,20.9895401000977,1,10.07
0.436983123180734,0.416421266369728,67476,67477,788,19.5836811065674,1,52.92
0.464901469040743,0.432048183596958,67476,68129,1480,21.884937286377,1,24.47
0.46192012662709,0.419981123014465,67476,68588,2178,18.7489547729492,1,8.42
0.414646049841313,0.416287572501989,67477,67057,5073,22.6694564819336,1,5.93
0.436983123180734,0.416421266369728,67477,67476,789,21.884937286377,1,53.29
0.439983978499337,0.342142547033056,67477,67478,790,19,1,169.23
0.408269086023094,0.409723436501607,67477,70588,5424,19.5836811065674,2,11.42
0.439983978499337,0.342142547033056,67478,67477,791,22.6694564819336,1,168.76
0.468699079380853,0.279550085486209,67478,68476,4036,20.1,1,10.08
0.47856534245785,0.23520428721259,67478,198517,7290,18.7489547729492,1,84.63
0.574906608199877,0.479108894905617,67483,67484,794,17.8329849243164,1,19.22
0.570978385055907,0.495683784191483,67483,67786,1308,21.9790802001953,1,17.31
0.578211840936102,0.466894677091075,67484,67069,3700,17.8329849243164,1,5.75
0.574906608199877,0.479108894905617,67484,67483,795,21.9790802001953,1,19.57
0.580911968527675,0.647206897708164,67486,67670,2042,17.824634552002,1,16.12
0.601191902624877,0.63763330539137,67486,197723,797,21,1,23.82
0.355240396719773,0.768795733609507,67509,67647,955,20.1,1,21.81
0.353719945272698,0.792386919565198,67509,68315,1704,20.9895401000977,1,45.27
0.685847710905738,0.576058298306276,67552,67553,861,18,1,91.22
0.644498950317698,0.595749443734385,67552,67861,1178,23,1,81.27
0.747543524250793,0.568482093189941,67553,67901,3726,19,1,147.19
0.690575776186538,0.533310967122961,67553,68972,4650,25,1,26.06
0.375278699345082,0.859168346672848,67591,67168,897,20.9895401000977,1,38.89
0.673588546111986,0.880575844331252,67603,67431,3152,18.6422595977783,1,43.99
0.686696804900873,0.923257350079895,67603,197705,910,20.1,1,70.04
0.65045755680955,0.940512325197885,67603,197782,909,19.2112979888916,1,92.67
0.137319807124101,0.830529383669041,67622,67623,930,20.1,1,89.55
0.104883120438519,0.844894148248354,67622,68100,1446,16.9372386932373,1,27.1
0.169108066337143,0.802783803785499,67623,67046,4014,6.7,1,55.2
0.177460788983397,0.828767484814621,67623,67162,8267,20.1,1,14.03
0.775517390186097,0.206680181624309,67633,67634,941,20.1,1,8.2
0.768062840861248,0.167922725729249,67633,197818,7528,20.1,1,70.7
0.742348616445225,0.202822083870601,67633,197819,6199,20.1,1,59.17
0.775517390186097,0.206680181624309,67634,67633,942,20.1,1,7.97
0.785372264133782,0.208736603329382,67634,69050,6060,20.1,1,7.11
0.777549069538291,0.230803617903361,67634,70920,6273,20.1,1,50.81
0.367251987084574,0.763796841446323,67647,70167,4595,20.1,1,12.6
0.294545822106504,0.672809412290464,67648,67649,956,26,1,65.14
0.253190445552098,0.669779395230702,67648,68254,1638,27,1,40.58
0.269733916144767,0.656196935905079,67648,69183,2976,20.1,1,31.59
0.294545822106504,0.672809412290464,67649,67648,957,27,1,65.59
0.323798978284296,0.660111767746479,67649,68255,1640,20.8284511566162,1,27.52
0.329472124792896,0.674912818891016,67649,68585,7499,26,1,19.45
0.303805675307169,0.726490916053588,67649,69433,3402,27.0627613067627,1,128.41
0.280981781977004,0.19952438488314,67662,67210,5558,20.1,1,55.97
0.253789007569837,0.169229599629798,67662,67663,973,25.8514652252197,2,65.91
0.184474421577124,0.160737338188003,67663,67743,5354,25.8514652252197,2,119.29
0.214489014727293,0.187838478489571,67663,68221,5788,21,1,61.67
0.31514947970056,0.139546124683052,67664,67665,974,29.868200302124,2,11.88
0.309183512736333,0.112767872232874,67665,197812,5087,29.868200302124,2,32.1
0.524799715934656,0.308491780111362,67668,67224,3754,20.1,1,97.38
0.52073189959284,0.359868102500737,67668,67669,978,20.1,1,26.39
0.540085846456703,0.343210786369195,67668,68043,3170,20,1,25.77
0.52073189959284,0.359868102500737,67669,67668,979,20,1,26.24
0.492256037559758,0.326751592127865,67669,68476,3243,18.7489547729492,1,109.84
0.580911968527675,0.647206897708164,67670,67486,2041,21,1,15.62
0.546116083287918,0.669895793066986,67670,68896,2488,20.1,1,90.71
0.55178409243654,0.648161566718371,67670,197865,980,17.824634552002,1,45.71
0.592963079137544,0.288306621132585,67672,67673,982,20,1,14.22
0.58663340521304,0.300570733073929,67672,68498,5601,20.1,1,7.14
0.608718139352184,0.32528319871055,67672,68500,5494,20.1,1,79.16
0.595746169470288,0.274672347261511,67673,67223,3563,20,1,1.92
0.592963079137544,0.288306621132585,67673,67672,983,20.1,1,14.3
0.606793738011981,0.282962241460586,67673,68908,3315,20.1,1,31.21
0.655164936370315,0.728968289571756,67677,67071,1472,20.1,1,39.6
0.657323929606243,0.701817263315827,67677,67417,988,23,1,50.4
0.32841286225714,0.310046996908622,67688,67689,998,22,1,27.47
0.335052987465955,0.286815472790246,67689,67020,2185,20.7,1,45.93
0.496014389473746,0.632398736926311,67692,67144,1001,13,1,29.02
0.475913688316415,0.622487538992078,67692,68710,4317,20.1,1,39.42
0.486195137016779,0.601482226156106,67692,197906,1093,18.7489547729492,1,29.39
0.753800705847016,0.689333422724217,67695,67258,1523,20.8493728637695,1,47.08
0.716459702321442,0.640330857019626,67695,67552,1003,23,1,146.88
0.778155515666496,0.632754651903292,67695,67901,4275,23.2133884429932,1,93.59
0.711694799433977,0.348224200170533,67696,67235,2312,20.1,1,73.57
0.749333678537115,0.328063013744443,67696,67352,4241,20.1,1,70.82
0.692154105423127,0.308055612040043,67696,67697,1004,20.1,1,92.23
0.692154105423127,0.308055612040043,67697,67696,1005,20.1,1,92.16
0.656733995533643,0.296082905332618,67697,68141,8953,20.1,1,7.16
0.781920605729152,0.282930223577244,67714,67179,1021,22.5627613067627,2,15.84
0.787878360637716,0.290208118122297,67714,68406,1813,20.1,1,7.55
0.277771644945935,0.340503436516751,67734,67407,6619,23.9979114532471,1,39.28
0.302302919136533,0.36627729744202,67734,67735,1044,19.7928867340088,1,33.7
0.280274393858152,0.358649510681823,67734,197788,8321,20.1,1,15.97
0.31791029728693,0.378700575365014,67735,67216,3057,19.7928867340088,1,4.58
0.302302919136533,0.36627729744202,67735,67734,1045,23.9979114532471,1,33.75
0.162845426484735,0.193024942495437,67742,67743,1052,23.9979114532471,1,104.35
0.199452233968929,0.248194624080087,67742,68309,1701,19.7928867340088,1,50.45
0.17720025820305,0.231017642499808,67742,68664,2162,21,1,11.97
0.131653116133724,0.155319006030847,67743,68085,1428,25.8514652252197,2,24.37
0.205973822610287,0.926807424844182,67744,67745,1053,25.5690383911133,1,55.9
0.177307720831008,0.974723082286298,67745,197830,1637,25.5690383911133,1,61.47
0.329555359423095,0.199414193678309,67747,197710,1056,15.4414224624634,2,55.59
0.364323250834224,0.268139093237019,67749,67055,1058,20.7,1,34.92
0.386865803467739,0.270238708031103,67749,68032,8962,20.7,1,19.27
0.464523848411138,0.541584182276662,67754,67061,1064,18.7489547729492,1,28.32
0.475529576252343,0.569127529755125,67754,197906,2211,13,1,34.37
0.606270732276909,0.201827306699883,67755,67756,1065,15,1,62.75
0.591500651158811,0.19983941127387,67755,70106,4490,21.2154808044434,2,21.82
0.638456612075096,0.209629827095448,67756,67792,1105,21.2154808044434,2,19.51
0.720086430071514,0.228567747320631,67759,67760,1070,20.1,1,101.12
0.683740301060463,0.224048518681678,67759,198500,3813,28.458158493042,1,7.16
0.696703914886247,0.171101428185063,67759,197817,3763,27.5313816070557,1,86.19
0.755905808999221,0.248526750373997,67760,70108,6153,20.1,1,11.33
0.872648805724564,0.289886088330256,67761,67085,4171,21.8242683410645,1,48.5
0.8682264199078,0.257069653680096,67761,68191,1873,23,1,20.85
0.892775349766243,0.263498093673499,67761,198304,3162,17.6799163818359,1,44.28
0.445995732918578,0.818427596185998,67780,67300,1496,20.7,1,44.86
0.548160928446711,0.535208664134146,67785,67026,2046,19.5836811065674,1,29.65
0.562861023986255,0.524729941451852,67785,67786,1096,17.8329849243164,1,43.74
0.562332222315545,0.554198035251008,67785,68767,4320,21.884937286377,1,21.65
0.570978385055907,0.495683784191483,67786,67483,1309,17.8329849243164,1,17.11
0.562861023986255,0.524729941451852,67786,67785,1097,21.9790802001953,1,43.52
0.580785127596629,0.513354685344702,67786,68975,2630,20.1,1,36.55
0.650746438566604,0.212984766834075,67792,68613,2086,21.2154808044434,2,7.9
0.141990738450021,0.505193859663346,67818,68692,8001,20.1,1,27.58
0.0950950677509668,0.511958250445363,67818,197703,1136,20.1,1,86.55
0.262930997883687,0.570697684962505,67821,67052,3928,20.1,1,15.35
0.311350041662015,0.568760378282983,67821,67822,1139,20.1,1,110.56
0.270740262697941,0.594170940832069,67821,68528,2578,20.1,1,51.96
0.358640389495711,0.543413982252384,67822,68526,3035,20.8284511566162,1,55.49
0.948537763082029,0.338296862542637,67832,197826,1529,16.9728031158447,3,22.12
0.860887275727219,0.326504401482725,67842,67843,1160,22.5627613067627,2,12.33
0.829316860381357,0.308350220696745,67843,68144,2815,22.5627613067627,2,84.12
0.852084086667347,0.3249070212679,67843,70498,5232,20.1,1,8.49
0.615908735787256,0.604703132889399,67861,197723,5839,17.824634552002,1,35.1
0.503348502364624,0.652095835654327,67895,67144,4297,18.7489547729492,1,4.98
0.462788887933293,0.665424697488862,67895,67896,1212,17.824634552002,1,121.49
0.517746669837432,0.652566514067965,67895,197865,3670,21,1,20.36
0.462788887933293,0.665424697488862,67896,67895,1213,21,1,121.59
0.415714692212837,0.673635192567108,67896,68558,7177,22.6464443206787,1,8.98
0.795619202396106,0.592955638241988,67901,67083,1222,23.2133884429932,1,4.4
0.747543524250793,0.568482093189941,67901,67553,3725,25,1,147.39
0.778155515666496,0.632754651903292,67901,67695,4274,20.8493728637695,1,93.55
0.880060350932388,0.649833140492381,67901,198295,1855,16.7928867340088,1,261.3
0.802181251817298,0.352408331995143,67902,67352,1385,20.1,1,79.77
0.853574351383284,0.382646334128818,67902,67378,1224,20.1,1,70.16
0.814957541822769,0.404057210907944,67902,67939,1269,20.1,1,92.65
0.0848398341879361,0.613744965202188,67934,67044,1263,24,1,65.63
0.0885301477187626,0.582284595786869,67934,67116,3675,20.1,1,17.95
0.430951508442796,0.727821815624638,67936,67937,1266,20.7,1,29.53
0.438620726239515,0.769784438986794,67937,67780,2165,20.7,1,60.49
0.442957630481449,0.733480396315495,67937,68494,7450,20.1,1,30.95
0.814957541822769,0.404057210907944,67939,67902,1270,20.1,1,92.74
0.817472809714229,0.452174871938627,67939,70728,6541,14,1,52.72
0.945513283627908,0.367610930546074,67946,197827,1276,18.1694564819336,2,10.92
0.625414021199884,0.649534155730987,67967,197723,1295,23,1,47.47
0.389941185918705,0.172605574088154,68006,69662,3770,21.2154808044434,2,25.97
0.42161313436203,0.807177179587796,68008,68009,1343,20.7,1,46.5
0.41442869906663,0.765935497955398,68009,68128,1479,20.7,1,44.32
0.389048848477082,0.799782405058401,68009,68315,2118,20.1,1,83.58
0.786356519199947,0.431809573548344,68030,67939,1643,14,1,43.33
0.411525315964734,0.273259188371044,68031,68032,1368,20.7,1,40.27
0.386865803467739,0.270238708031103,68032,67749,8963,20.7,1,17.58
0.393826451938861,0.30376224513504,68032,68342,1732,20.1,1,69.11
0.412845417086069,0.277525089194954,68032,197846,1369,20.7,1,40.47
0.577211762935547,0.370309013353982,68042,68043,1380,20.1,1,110.57
0.615796126736324,0.378912258684245,68042,68500,1919,17.8329849243164,1,64.46
0.602675022701376,0.409630038750216,68042,69011,8398,21.9790802001953,1,8.12
0.540085846456703,0.343210786369195,68043,67668,3171,20.1,1,25.49
0.577211762935547,0.370309013353982,68043,68042,1381,20.1,1,110.26
0.557918694039129,0.327080433279161,68043,68499,3626,20,1,26.61
0.630767733009293,0.74251678199223,68075,67071,1736,20.1,1,23.24
0.585285438487246,0.764615303700238,68075,67176,1418,20.1,1,97.44
0.63277885855793,0.764888268823191,68075,69078,3382,20.1,1,47.55
0.369839110211214,0.71866993103088,68076,68077,1419,20.1,1,102.2
0.409791199014183,0.703616307981243,68076,68557,4272,20.7,1,8.47
0.34098354071633,0.751448668260056,68077,67509,2087,20.9895401000977,1,48.97
0.300450462654207,0.886010974027306,68078,197835,1420,25.5690383911133,1,16.29
0.120102017167403,0.153831024337216,68085,70553,5355,25.8514652252197,2,7.08
0.155290581996635,0.663503534588844,68086,67119,5498,27,1,26.87
0.171862943987388,0.666236989885018,68086,68087,1429,26,1,9.32
0.16719347851251,0.673080350757999,68086,69418,5310,20.1,1,12.47
0.171862943987388,0.666236989885018,68087,68086,1430,27,1,10.01
0.193436022583595,0.66664464585968,68087,69067,7102,26,1,44.35
