404,7
1786,6
1826,7
405,6
6422,6
6051,7
1609,6
409,5
2045,5
410,5
1606,7
2047,5
616,7
421,1
422,7
783,6
3128,6
4165,7
1578,7
423,7
4013,7
5698,7
428,7
5201,7
1366,7
3927,7
4163,7
431,6
1057,6
6678,1
492,6
5454,7
432,6
5811,6
434,6
517,7
1063,6
975,6
6102,7
437,6
5262,7
1214,6
438,6
3699,6
4924,6
2693,6
439,6
2823,7
5313,6
440,7
1735,7
2901,7
4839,7
449,3
607,3
450,3
1223,3
451,1
1072,6
914,1
4170,6
454,7
6036,7
455,7
8140,7
474,7
3676,7
475,7
7883,7
477,7
3215,6
5499,6
1580,7
487,7
3408,7
7474,7
6945,7
3297,6
493,1
1000,6
4296,6
499,6
1581,7
2186,6
3462,6
8363,6
2102,7
511,7
7235,5
513,6
7056,7
821,7
2864,6
514,5
6325,7
3960,5
515,5
7869,7
4167,5
2677,7
522,6
1089,7
2634,6
5128,1
525,7
1497,6
8281,6
6052,7
554,7
5559,7
1607,7
558,6
4891,7
3929,6
559,6
4900,6
562,7
3562,7
2082,7
563,7
3755,7
1893,7
564,5
5688,5
565,5
2299,5
1184,7
570,5
591,5
1438,7
571,5
1217,7
1068,5
572,7
1022,7
2313,7
575,1
6137,6
2752,7
578,6
580,1
592,5
1589,3
1524,3
4691,5
595,7
4350,4
775,6
1590,3
596,3
711,7
597,3
3581,3
606,3
5193,3
3461,6
5011,6
4055,5
624,7
631,6
1482,7
6770,1
7082,1
7259,1
653,5
2121,7
5607,5
6769,6
663,5
5493,5
673,7
4240,7
1384,7
6425,7
674,7
1367,7
682,5
7598,5
1771,7
1560,6
1582,7
685,6
5194,3
697,3
698,3
3061,3
3615,7
4838,7
1567,7
6620,6
1495,7
3056,6
725,7
4436,7
3357,7
730,7
2670,7
743,5
3153,3
5196,3
8313,4
799,5
2214,7
6133,7
5668,6
784,6
3216,6
787,7
788,5
1480,5
2178,6
5073,6
789,5
790,6
5424,5
791,6
4036,7
7290,6
794,6
1308,6
3700,6
795,6
2042,7
797,7
955,7
1704,7
861,7
1178,7
3726,6
4650,6
897,7
3152,3
910,7
909,3
930,7
1446,7
4014,7
8267,7
941,7
7528,7
942,7
6060,7
6273,7
4595,7
956,6
1638,6
2976,7
957,6
1640,6
7499,6
3402,6
5558,7
973,1
5354,1
5788,7
974,3
5087,3
3754,7
978,7
3170,7
979,7
3243,7
2041,7
2488,7
980,7
982,7
5601,7
5494,7
3563,7
983,7
3315,7
1472,7
988,7
998,7
2185,6
1001,6
4317,7
1093,6
1523,3
1003,7
4275,3
2312,7
4241,7
1004,7
1005,7
8953,7
1021,1
1813,7
6619,6
1044,6
3057,6
1045,6
1052,6
1701,6
2162,6
1428,1
1053,5
1637,5
1056,1
1058,6
8962,6
1064,6
2211,6
1065,7
4490,1
1105,1
1070,7
3813,6
3763,6
6153,7
4171,6
1873,6
3162,6
1496,6
2046,5
1096,6
4320,5
1309,6
1097,6
2630,7
2086,1
8001,7
1136,7
3928,7
1139,7
2578,7
3035,6
1529,3
1160,1
2815,1
5232,7
5839,7
4297,6
1212,7
3670,7
1213,7
7177,7
1222,3
3725,6
4274,3
1855,6
1385,7
1224,7
1269,7
1263,7
3675,7
1266,6
2165,6
7450,7
1270,7
6541,7
1276,1
1295,7
3770,1
1343,6
1479,6
2118,7
1643,7
1368,6
8963,6
1732,7
1380,7
1919,6
8398,6
3171,7
1381,7
3626,7
1736,7
1418,7
3382,7
1419,7
4272,6
2087,7
1420,5
5355,1
5498,6
1429,6
5310,7
1430,6
7102,6
8037,7
2410,6
1481,5
6847,5
3047,7
2025,7
2208,7
1498,6
8952,7
2508,7
2923,6
4391,4
6134,7
1500,7
7038,1
5699,7
1534,7
6149,7
7006,6
6138,6
1568,6
1874,6
1569,6
3811,7
2012,6
1583,1
5226,1
4890,7
6314,7
3055,6
2117,6
1639,6
2784,6
8527,7
5488,6
1647,7
3613,7
5704,5
1700,6
2116,6
3407,7
4122,7
1705,1
4419,1
5455,7
2122,7
1731,7
2103,6
1814,7
6427,7
5426,7
1892,7
4035,7
3242,7
1914,7
3251,7
1915,1
5602,7
1916,7
3625,7
1917,7
5495,7
1918,6
3052,6
2949,7
1930,7
1953,7
6106,7
1954,7
3823,6
1957,7
1958,7
2577,7
5937,7
2002,1
3594,1
7176,7
2003,1
8526,6
8603,1
5013,7
2024,5
8232,6
7610,5
2026,1
5136,6
7498,6
2043,6
8525,6
2044,6
2048,5
2888,5
4925,6
2177,6
2049,7
2076,7
2083,7
7781,1
4493,1
7599,7
4282,6
8763,6
2123,6
2819,6
6536,6
5012,6
2163,6
7841,7
2164,7
8000,7
2950,7
2205,7
2206,7
7203,7
4069,7
2802,7
4316,7
2229,7
2256,6
6677,1
2459,6
2263,7
6152,6
2300,5
4321,5
2311,7
3370,7
2962,7
2330,7
2627,7
4523,7
2334,6
7051,6
2489,7
2589,6
3314,7
2509,7
2531,6
6306,6
5312,6
4651,6
2628,7
3445,7
2629,7
5772,7
2631,7
4522,7
4905,6
2690,6
2694,6
8397,6
2742,1
3913,1
2751,7
6059,7
7101,6
2783,6
5621,7
3383,7
3580,3
5195,3
2827,7
2917,6
7937,6
6846,5
2887,5
5589,6
3892,7
2922,6
3051,6
2977,7
5938,7
2984,6
3914,1
8766,1
3040,5
3060,3
5043,3
3179,5
3185,1
3200,1
4494,1
3369,7
3375,7
7477,7
3776,7
3401,7
3403,6
4283,6
4164,7
6242,7
3920,7
3420,7
5413,7
7202,7
3421,7
7865,7
3436,1
6271,7
3444,7
6241,7
7190,7
3457,5
4495,1
7570,6
3506,1
3508,1
3507,1
4420,1
7845,1
7545,6
3595,1
6340,1
3614,7
5640,7
7191,7
5969,7
3731,1
6779,1
4487,1
3771,7
4070,7
6944,7
5968,7
3824,6
9096,1
